photoid,privacy
51199582714,1
49945892092,0
47092538302,0
51069294227,1
48520187361,1
51211999020,0
47793812232,1
48939640116,0
50872342917,0
50236013562,1
48853108473,1
47706180152,1
44895083015,1
30701382737,1
38419329070,1
37054161655,0
19724539822,1
18217439913,0
16537170125,1
8696533503,1
6884227888,1
51154043675,1
48364825076,1
44239019952,1
50859488138,1
50136231558,1
50839548572,1
50260137326,0
42982682412,0
48750643768,1
48807213638,0
47958656882,0
6202617472,1
50933761888,1
47755019692,1
50643319642,0
50902674093,1
51004274537,0
38138998822,1
50698332486,1
51011794761,1
6347823269,1
5839903420,0
40293308233,1
51129939959,1
50648311546,1
49909981567,1
51104377090,0
51103144922,1
51104485147,1
51100392256,1
51101506120,1
51101020253,1
30256047788,1
51147977880,1
50827178976,0
50623800802,1
49914721086,1
49862319207,1
49411440927,1
44824987304,1
39880840563,0
42991279530,1
42178774044,1
44426095152,1
24214797117,1
36934030552,1
35825962225,1
51002711148,0
40420946962,0
27923336752,0
26425388235,1
15330478694,1
14574453593,1
8738044066,1
8403429148,1
8268846240,1
8138273072,1
8027380146,0
6883684154,1
7012236739,1
6788232649,1
51177273764,0
51164731925,0
49822821691,1
49534586968,1
49874546893,1
48139515721,1
48068746878,0
33987017538,1
48274968952,0
33936770758,1
40617923773,1
40617917573,1
32528649867,1
44782215775,1
43988751771,0
28227036007,0
43091826081,0
39313112805,0
39140180545,0
37920441314,1
39695040632,0
50296257242,0
50365047616,1
48036483782,0
46435746302,0
45353488405,0
43536969902,1
50628585393,1
50469475563,1
46260703434,0
27827190585,1
46386885534,0
51206829988,0
51073696256,0
50940530117,0
50680790197,0
50814629298,1
50811998572,0
50493438431,1
50582412136,0
49499794067,0
49436630002,0
49091676607,0
48822764183,0
48807457993,0
48992911037,0
48976833287,0
48806545408,0
48573796791,1
48493223562,0
48356624182,0
48249223986,0
48211993481,0
48121341386,0
48121346031,0
47942432382,0
46849134635,0
32762879397,1
45684071424,0
31420794917,0
32390511138,1
30623834894,0
32470430888,0
32168544258,0
44144420620,0
32018829978,0
31908879318,0
44440040084,0
44417479892,0
42577798524,0
42458747195,0
43034818072,1
28872213968,0
42334006891,0
28235350268,0
50940533187,0
50735788662,1
49661635172,0
32255555968,1
51042757928,0
50706240353,1
50544532067,1
47963254713,0
47739388992,0
31716690538,0
28138249527,0
37998325645,0
25227797907,0
39032207312,0
26554378869,0
36978205504,0
9959552964,1
36594072421,0
34089852554,0
35755750896,0
31836688715,0
33294749293,0
32327129616,0
31776957551,0
31743085055,0
31482214912,0
30656429286,1
30580476686,0
29204742303,1
29251223216,0
24136609566,0
22105675141,0
20840465055,0
20388086706,0
18974995108,0
24291922016,1
16947324938,1
16543102988,1
17529596753,0
17793154342,0
17470716455,0
17184028247,0
44404735870,0
51036937157,1
51001159432,0
50299919688,0
50222471217,0
50239837968,1
50233906187,0
49696795478,0
49689764352,0
49596725377,0
49595416273,0
49445834937,1
49295979826,0
49303264367,0
49247393382,1
49227851512,1
49222777188,0
49221700803,0
49090028696,0
48972204497,0
48937060586,0
48835351061,1
48408144591,0
48956148536,0
48541282532,0
48458366736,0
48407082771,1
48067203823,0
48067155676,0
48067179153,0
47940974256,0
14604983614,0
47306599812,0
33861384998,0
40771782813,0
47706678661,0
33829244758,0
33829020198,0
50960121207,0
51048838877,1
50409819576,0
50355976017,0
50195548141,0
48390231211,0
48390226556,0
49566600273,0
49532145271,0
49475832391,0
49179385591,0
49179588457,0
48745631107,1
48017515952,0
47954221512,0
33641396548,0
46602448125,0
40551806673,0
33496136408,0
29322942278,0
29094678327,1
43175370634,1
42043824860,0
41560824882,0
41333709141,1
39165436750,0
36466892343,0
36107256184,1
24235651167,1
39047435391,0
37924633122,0
37857092972,0
37457508882,0
35621413654,0
36304212095,0
35191291294,0
35578861822,1
35391849521,0
34942028880,0
32941763641,0
31245248473,1
31375082020,0
31794048035,0
29316651356,0
29239866272,0
29821354562,0
29291631755,0
28485265004,0
29037275735,0
27451244231,0
27527462961,0
26953339284,0
27421039261,0
25059172872,0
24281845263,0
21902623100,0
21664331398,0
21752751746,0
21385376569,0
48113525423,0
48950653533,0
49693850126,0
49362951436,1
51188052079,0
49363160497,0
47940539996,0
9377525705,1
42450089715,1
50126630601,0
39960137663,0
17245119429,1
26588191489,1
16685915265,0
26632640842,1
48591188736,1
51047949091,1
50272743572,1
17071115109,0
15159755599,1
7884365214,1
49768589463,1
43781411011,1
48727247612,1
26653886219,0
38770899314,1
49455863172,0
45636741694,0
41898164720,1
33789848488,0
47949954143,0
28794821837,0
50344250687,0
47256848962,1
50973530438,1
48151157501,1
48032307218,1
36511196110,1
6372989747,1
32048949887,1
50306571368,1
51116963095,0
40153790512,0
38727234121,1
15580019016,1
49254981707,0
37699718624,0
32233358891,0
50331708516,1
50443983881,1
50732593907,0
50877951613,0
44952882275,0
7785220620,0
48131250578,0
8940823776,0
50812077091,0
23067749159,0
30223817487,1
27521373837,1
50852809662,1
50291578341,1
51223427018,1
47100329641,1
45388381341,0
6934737332,1
48645858792,0
47931794533,0
43460108594,1
43279077224,1
28521172527,0
39883396824,0
37117231835,0
23439164729,0
25679660411,1
7595112978,0
50636438787,0
48237938662,0
46581010222,0
49648750937,0
7435119538,1
33825685308,1
16203787686,1
46453079662,0
51009019305,0
49957723326,0
48773441888,0
50194340677,0
49079840642,0
35675097383,0
35675158303,0
51173766897,0
6512135073,0
51070955126,0
35657078586,0
34771361756,1
19175598682,1
50746404668,1
50379196032,0
50685965941,0
50640513961,0
50639752648,0
50393274478,1
50257703416,1
49021474462,0
49913740087,1
47400057701,1
33646353778,0
46559947024,1
45508327142,1
45966535792,0
38094710384,0
33789231153,0
51091001291,0
50281456631,0
49766272602,1
34347189623,0
34217397063,0
34671195751,0
27218828183,0
28316056703,1
26950946876,0
20526772910,1
16600940879,1
9232952752,1
9344568734,1
8925506040,1
9084216156,1
9526764192,1
8292530007,0
7293879756,0
7293879000,0
7997025489,0
7596329288,1
7574649130,1
6958180263,1
6907738377,0
6363331651,0
51004940510,0
50899270707,0
48952464257,0
48667421893,0
47829855381,1
32941305338,1
32621187908,1
45565841411,1
33516573588,0
46183756295,1
32278729258,1
42608303090,0
42026678884,1
27872764567,1
42564808621,1
40243630161,0
24006610528,1
38819998801,0
50097771976,1
49980574893,1
50899017107,0
51151237004,0
49977706536,0
48715639858,1
46494463511,1
44504702520,0
43927814852,0
50258010293,1
50202695568,0
41353930220,0
16328099791,1
29933923031,0
32757277147,0
50654340478,1
9344599568,1
46705517114,1
50815327621,1
49067834937,1
51099370963,1
49043493888,1
51098456912,1
50907932918,1
49136867567,1
51098132516,1
39656722593,1
39656723253,1
49336863446,1
40758156253,1
42438551940,1
43808152841,1
50602559862,1
50326555623,1
24218464257,1
49601372448,1
49000811747,0
48799922258,1
48689678632,1
49317268018,1
48718330691,1
41708562410,0
13065461395,1
51184372181,1
50637783452,0
49819794882,1
50337196202,1
15414894806,1
5870477263,0
5864309564,0
5864078440,1
38449036925,0
8089601824,0
51066027261,0
50973418011,0
40075482323,1
30127113955,0
50947966128,0
50226497676,1
16222197522,0
47724790011,1
38145496161,1
40135485920,1
26909891319,1
9475484216,1
51116584665,0
42596346414,0
6167297503,0
48777876233,0
46982534885,0
34000111948,0
51143181777,1
50535966581,0
40205512971,0
41773271470,0
50769287478,1
44451406920,0
48242908491,0
50109110692,1
48641332531,1
7669551412,1
49588645468,1
24377348608,1
31100626924,0
51045020882,0
50649921381,0
48895905272,0
48599719512,0
48599704977,0
48585616831,0
47679930921,1
43536817975,0
41871862725,0
50860809241,1
17181772408,0
49906238332,0
36431921125,1
29974239254,0
29323082033,0
18716199918,0
16910493437,0
49906241922,0
51053412671,1
16449198865,0
47369735311,0
50149483046,0
50078544131,0
49796873467,0
40372919604,0
35696243146,0
31896727273,0
31380632373,0
28510168294,1
21968928325,0
30289210623,0
32003577351,0
49650690732,0
50725968278,1
46463212031,0
29989416368,0
41198480050,1
35026512505,1
9091685677,1
7533019476,0
48851445351,1
25630907397,1
40265229971,1
40137181052,1
49333179832,1
32549849567,1
32260001768,1
51009307122,1
49799631503,1
49597953372,0
48820520193,0
49464049121,0
48866249377,0
50937203432,1
50616181178,0
50718728887,0
50674669631,0
49778687326,1
49004650358,0
48656569753,0
47563611491,0
44310743990,0
32047579288,0
45793162702,0
46258532311,0
44153395790,0
30867009207,0
43294752712,0
41151712034,0
27956497028,0
34463927781,0
42592900960,0
45880324075,1
28407355902,1
23220728999,0
14889448135,1
8011286741,0
7781274750,0
6888306887,0
6541083725,1
6212165023,0
5982660659,1
50604394816,0
50676043391,0
48915307187,0
32752939867,0
26321534448,0
25488143658,1
50160049403,0
50078750061,0
50093466537,0
50830464376,0
33563710035,1
37877147742,1
50659022841,0
50573098156,0
49574752972,1
49813916026,0
46090903595,0
50297891486,0
33760698358,0
48316119381,1
50370334316,0
46950221915,0
40274408414,0
5949143077,1
51120798065,0
50690727122,1
49873527533,0
49617123167,0
49833309001,0
48506556017,0
45983204872,1
44758011745,0
50968199361,0
42753474910,0
37152727870,1
49301270148,0
50900588183,1
49167547562,0
48838526067,0
48432187287,1
38657334121,0
23649530048,0
29969614460,0
28828418061,0
50167416381,1
50815404206,1
48822662618,1
9576586963,1
48123135852,0
24648963478,0
49174423498,1
7212585744,0
27157438564,1
38042329106,1
50416170611,0
49941847697,0
34396199746,1
6241169859,1
48023994121,0
6238953828,1
50859947942,1
50806750458,1
51216172251,0
50737482376,1
49747986857,1
49723751212,0
49959947497,0
49821797803,0
49972941572,1
49959947147,0
49857658228,0
34085723764,0
42691949682,1
50692952961,0
49878633033,0
50360841916,1
48865007426,0
47593190541,0
43465987382,1
49243381242,0
43313183070,0
34261735435,1
29775906875,0
17437386213,0
50294668877,0
49061763607,1
48285125276,1
49595624911,0
49171710697,0
50010171247,1
32847378707,0
43727142981,0
24472949229,0
49344956686,0
49895109361,0
50827678286,1
50554037881,1
49698635362,1
48371246381,1
44747649221,0
47448282501,0
46528150911,1
50841168326,1
50837359186,1
50240542296,1
51023002151,0
48969268496,1
46098369074,0
28186418397,0
37068345442,0
27241084973,0
27758301221,0
21326230743,0
49548270343,0
8247570415,1
48268025321,1
41626348254,0
38984044355,0
35181500754,0
34957638104,0
20713391334,0
48942458542,1
27704879201,0
25437032510,0
49879805477,0
29142376978,1
48890943553,0
897433210,1
44401686615,1
35022633274,1
42694581255,1
26791425619,1
44078644235,0
50894090376,0
50308346581,0
49078543562,0
32662868687,0
50630387796,0
50630388056,0
49991213948,0
49665536871,0
49375703638,0
33870179358,0
32526428727,0
49991738851,0
25533415667,0
35433803390,0
44513756764,1
50090345156,1
18195419381,1
49679555358,1
48933348333,0
51006859101,0
50279592517,0
49378805612,0
49671036238,0
49479921208,0
48807847168,0
48756814918,1
49702120456,0
49130609387,0
49078245287,0
47902542831,0
33544565528,0
47128914062,0
32384598698,0
44753323004,0
41391395054,0
40929118045,0
29248486097,0
42918136185,0
41827525581,0
26791267158,0
39145147941,0
26244276179,0
38786171585,0
36223412802,0
35406669680,0
34809334181,0
33458434403,0
51189692298,0
51190287267,0
47982934831,0
34935001864,0
31206317420,0
21617843154,0
20494156259,0
18871513894,1
19052884182,0
16487059683,0
13261104783,0
16162178126,0
13723921445,1
13379064493,0
8703443519,1
9717285295,0
9368748113,0
9239852649,0
9113507114,0
8774357635,0
8730308963,0
9468579831,0
8310671403,0
7704037164,0
7951843070,0
7695587222,0
7673130646,0
7577703972,0
7476965392,0
7223228010,0
7157344726,0
6966428218,0
5973415023,0
6493332527,0
6486716315,0
6442540519,0
6438540339,0
6346623781,0
6347209852,0
6285926806,1
6187297206,0
6065100222,0
5810281679,0
50807822631,0
50218856401,0
50706862616,0
49644314787,0
48642632273,0
49847607083,0
49598278136,0
49293443322,0
48851876636,0
48628819527,0
48181356581,0
48172317857,0
48162725981,0
48027151911,0
47981588441,0
32673708647,0
46544873742,0
45442113235,0
47438037281,0
45156633505,0
43391129560,0
31426834897,0
26881809127,0
39063911494,0
24002323058,0
51179698104,0
50534217756,0
49931685196,0
49994674763,0
50349735993,0
50781505013,0
50584798422,0
49971610523,0
49674616366,0
49723708856,0
49694474043,0
48742352326,0
48161216752,0
33473243798,1
47054001942,0
29072297387,1
42018801490,0
49674074383,0
42603477574,0
20768754894,0
8688671915,0
30307682146,1
50501294791,1
7735411958,1
51056077047,1
51025246938,1
50946646662,1
50815534631,1
50566306887,1
50332155812,1
50248368442,1
50200297068,1
49968922202,1
49513017268,1
49538092308,1
49394597147,1
47963358416,1
40644833663,0
47472235272,1
42464993191,1
50619017222,1
51081906021,1
51113013548,1
50209044043,1
50095370857,1
49471598461,1
49348746668,1
51111208371,1
50265811543,1
48875921716,0
26149054310,1
31239347765,0
26481955111,0
21272674995,0
9615883605,0
10418882135,0
51189168491,1
49149340416,0
48440731656,0
47808682292,0
51211495998,0
50025135401,0
49883079248,0
50024591118,0
49964496143,0
49658858297,0
49658857832,1
49488931736,0
49487991743,0
49488398956,1
49488396556,0
49456505486,1
49346889813,0
49217438012,0
49064582836,0
48946307092,0
49053934191,0
48995386783,0
48995636991,0
33940339288,0
47038019252,0
32111965197,0
46919538425,0
33347886868,1
46459484354,1
46459469184,0
31987033278,0
43507860455,0
27433085927,0
28070425978,0
41038199365,0
51214198733,1
50724063768,0
50061181518,0
50061375397,0
49912750238,0
49858590967,0
50134526073,0
49855823348,0
49768486623,0
49642796471,0
49630221976,0
49628163732,0
49310613782,0
49205659036,0
49035057606,0
48942584661,0
49013660352,0
48920648776,0
48408062166,0
48401871007,0
48310332192,0
48140454022,0
48057632368,0
50814807072,0
51020404503,0
49002932111,0
46500198254,0
41069383782,0
40258221944,0
27903980475,0
8119387893,1
51185793776,1
51142372730,1
51141281261,1
42328503382,1
51047148341,1
49692384517,1
49674856063,1
8965683402,0
50990030146,0
42750168184,1
39098006834,0
36366911486,0
34238035456,0
28997849644,0
29387767741,1
22656304036,0
23852103350,0
8306531766,0
50702813288,0
49982081626,0
49628818141,0
49102174852,0
48899274291,0
48324908876,0
48365537242,0
48357183702,0
48336070156,0
48330768566,1
48154659987,1
48314086716,0
48068679362,0
48020330137,0
47958394791,0
40466989613,0
33683747648,0
47393457241,0
31398198557,0
46978015132,0
47010591011,0
46082907385,0
46930885691,0
46336341601,0
31689876588,0
45848250542,0
44296649624,0
44990546461,1
43355352495,1
42792870454,0
43384415082,1
41431674630,0
28350164097,0
42311257475,0
42797370981,0
50337324236,0
50680496136,0
49923565273,0
50909607258,0
36593376861,0
49523030591,0
49636819318,0
49056700337,0
48949379953,0
50047988548,0
38307780632,0
38307761892,0
8932951688,0
21577722973,0
34555254763,0
22256080235,0
16939813427,0
11968365023,0
10372593424,0
50011501283,0
50294839166,0
49978997292,0
49629358292,0
49053413253,0
15744604791,0
44238414911,0
43295835434,0
40774665412,0
39967223644,0
36782109183,0
36254608322,0
35615242053,0
35181461713,0
35254278692,0
32891207281,0
23611009233,0
22558368066,0
24129532822,0
23047425025,0
22207889401,0
22010670029,0
14922632083,0
15257161367,0
49275551453,0
39493614935,0
36154803225,0
34474967173,0
30487132622,0
24830698890,0
30567552766,0
48729789553,1
48124536163,1
48096107417,0
49068429816,1
50944581651,0
50064338647,0
50042785798,0
49949522733,0
49862088202,0
49753393278,0
49479396847,0
49512928481,0
47894020971,0
46799275695,0
50903355797,0
50988547407,0
50901074711,0
49721681557,0
50151508247,0
50150314186,0
50919944331,0
50720477517,0
34363315393,0
33134212492,0
12875973555,0
51061206816,0
39553975645,1
23220478680,0
39513171324,0
37841723421,0
50034436443,0
51194900603,1
51128575389,1
51127608907,1
51125617317,1
51125589034,1
51125207072,1
50983497913,1
50984250507,1
50983072481,1
50962842527,0
50865835253,1
50746019743,1
50788707282,1
49253049018,1
50441121083,0
17458645140,0
50495487436,0
40365602250,0
35729347802,0
37189519195,0
35060599160,0
34702012636,0
29504536793,0
30051370981,0
21948314494,0
22557332752,0
49256547108,0
49256675577,0
49255553292,0
49118992877,1
48491675901,1
50086707277,0
49999718528,0
50000226216,0
49813863858,0
4007193188,0
51192092998,0
50029612348,0
31835681800,0
51144875683,0
26147376067,0
37241918562,1
28549769602,0
29997954742,0
23712848682,0
22050309261,0
16668784890,0
30382454521,0
17880243729,0
15983540167,0
49041153557,0
26637849560,1
27355611856,0
27255270575,0
27482154916,0
48323349402,0
30617864808,0
25471284837,0
33430801962,0
49714372568,0
47208038992,0
26485081997,0
35901830783,0
22248100420,1
28847344037,0
14640462201,0
41328510695,1
42229507941,0
41263115405,1
50978189948,1
35572285793,0
16014927382,0
14565842375,0
14782066576,0
48980314592,0
51081312567,0
49310512152,0
49504628663,0
